Reaction,Isozyme,Protein,Stoichiometry,KcatReverse,KcatForward
12172,A,PN96_RS16595,6,0.4182964163824518,0.19046633983209044
33023,A,PN96_RS05370,2,1.1239367695824976,0.4419617789665097
23864,A,PN96_RS01120,3,0.10702654040172481,0.2401120712026977
14089,A,PN96_RS00280,1,1.9338329016282891,0.23525630692070532
13429,A,PN96_RS01115,2,0.022942592353221332,0.031324100297245645
31255,A,PN96_RS13345,4,0.013688021096148452,0.15741532014893309
41900,B,PN96_RS03565,2,0.13685304728165887,0.11269059944493567
18157,B,PN96_RS03630,4,22.44494147402235,132.33657357395901
18157,A,PN96_RS11710,4,107.70449373316079,9.01138922762502
27674,A,PN96_RS10630,4,0.3178328014818625,1.9184937089184377
23448,A,PN96_RS08600,1,0.6847184627411522,0.039722579980488976
28066,A,PN96_RS12535,1,0.36878509227540984,0.7930448706701735
22144,A,PN96_RS01460,1,2.2909524910527836,2.0461727595342865
22332,A,PN96_RS11765,1,3.9428047079503763,0.16059084944064572
22332,A,PN96_RS11770,1,3.9428047079503763,0.16059084944064572
19541,A,PN96_RS10265,2,1.4560292025953727,0.10293307217845231
19361,A,PN96_RS10215,1,0.20603483724293317,0.5015036371962429
28094,A,PN96_RS11740,1,0.16632090555563572,0.29811233909210944
24292,B,PN96_RS15020,1,0.9152025697400177,7.035877408201831
24292,A,PN96_RS02050,6,0.4561088446457555,0.15727124813344165
26119,A,PN96_RS10615,1,6.054205169146965,9.763377866429037
10380,A,PN96_RS12630,2,0.9087437160189076,1.7773222650778568
14329,A,PN96_RS07445,2,0.05171700351799549,0.23980296885990457
42424,A,PN96_RS11765,1,0.08106019997051704,4.862295480338445
42424,A,PN96_RS11770,1,0.08106019997051704,4.862295480338445
11816,A,PN96_RS15130,2,16.235528005102,4.769691570016683
12080,B,PN96_RS20655,1,0.9815568586353922,2.525503728864246
12080,A,PN96_RS03545,1,1.1681505231709324,0.7203181912453208
13701,A,PN96_RS05150,1,0.4172208451726394,2.693001991416493
17737,A,PN96_RS13770,2,0.5121862312426391,0.9688975166805389
24284,B,PN96_RS03220,2,0.17746589048866845,0.48021501608424966
29379,A,PN96_RS09825,1,0.2616185963856973,0.4407392453844696
29379,C,PN96_RS01130,1,0.21677289118689957,0.3475954394287125
29379,D,PN96_RS07630,1,0.2710475472104326,1.2682341313776067
oad,A,PN96_RS01245,1,5.6631174973041505,0.12240274693659468
oad,A,PN96_RS01240,1,5.6631174973041505,0.12240274693659468
oad,A,PN96_RS01235,1,5.6631174973041505,0.12240274693659468
64820,A,PN96_RS06400,1,1.6098761718052852,0.21557557175921294
18473,A,PN96_RS07905,2,0.509360203311127,2.4570602012237606
20345,A,PN96_RS07425,1,4.300368369645585,2.861299367121325
41896,B,PN96_RS20950,1,3.5512156146999905,3.8222649825160038
41896,A,PN96_RS07515,1,0.4447218965143393,1.5443409055273256
15481,A,PN96_RS21240,2,0.15088227398531046,0.7373015808193064
15481,C,PN96_RS10090,2,0.07496435939558603,0.12010579651408688
14657,A,PN96_RS00955,2,0.4672830653395523,0.6196583570471615
37751,A,PN96_RS05440,1,6.078869193942571,3.132284883267968
23700,A,PN96_RS09240,2,0.666417823735297,0.4870052052587619
41804,B,PN96_RS17995,4,8.323754471899143,1.4479293807118148
41804,A,PN96_RS03555,4,5.983709997402112,12.095964344729538
23476,A,PN96_RS03960,1,0.0428919310036898,0.46977933229896557
11596,A,PN96_RS03690,2,0.16695127034503252,0.017766633570461453
21096,B,PN96_RS18765,12,2.2617620597901413,0.20908795824786822
21096,A,PN96_RS14405,12,1.350466861416429,1.2433541283290108
26426,A,PN96_RS01100,4,0.29594597811892853,0.06166683586123826
23744,A,PN96_RS07895,2,0.5700901084440512,1.5496095639288698
15761,B,PN96_RS14980,1,1.1905509041093525,0.43048237436522985
15761,A,PN96_RS11205,4,2.17503474063258,0.12961749472377979
22668,A,PN96_RS02365,1,0.03268911805744202,0.011646149253431395
22408,A,PN96_RS10215,1,0.0056471545233741,0.007852170473219516
23104,A,PN96_RS00515,1,11.123971589899734,0.21293491038572604
27682,A,PN96_RS10630,4,1.9432086673177407,0.1490258992976335
28026,A,PN96_RS04115,2,2.1814670052104477,2.8806342505305547
28026,A,PN96_RS04120,2,2.1814670052104477,2.8806342505305547
15753,A,PN96_RS14775,2,0.06987647025916333,0.09443988002810139
19597,A,PN96_RS00590,1,0.8409813858772612,0.03185271746182755
38215,B,PN96_RS21965,1,1.6721317765523793,15.609855997723182
38215,A,PN96_RS05360,1,37.37485480032021,7.70214931205117
20013,A,PN96_RS00575,6,0.13576390699158422,0.19469188620068148
